baseline_risk,case_id,confidence_score,downside_exposure,expected_benefit,expected_loss,expected_net_value,governance_burden,interpretation,intervention_cost,max_regret_reference,option_name,post_intervention_risk,regret,risk_reduction
0.120518,102,0.715784,66.039528,10.996126,14.223231,-51.539092,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,48.311987,-21.55035,intensive_review,0.079542,29.988742,0.34
0.393151,103,0.843235,79.998524,0.0,68.584543,-68.584543,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-46.019809,monitor_only,0.393151,22.564734,0.0
0.393151,103,0.843235,71.184195,28.53278,61.726089,-52.91176,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.718451,-46.019809,light_touch_support,0.353836,6.891951,0.1
0.393151,103,0.843235,72.52239,44.096115,53.495944,-46.019809,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,36.619981,-46.019809,targeted_intervention,0.306658,0.0,0.22
0.393151,103,0.843235,87.499128,54.471672,45.265799,-52.766402,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,61.972275,-46.019809,intensive_review,0.25948,6.746593,0.34
0.240545,104,0.781144,49.878157,0.0,36.494751,-36.494751,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-18.109654,monitor_only,0.240545,18.385097,0.0
0.240545,104,0.781144,40.431126,23.062252,32.845276,-23.398245,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.61522,-18.109654,light_touch_support,0.216491,5.288591,0.1
0.240545,104,0.781144,39.521905,35.641661,28.465906,-18.109654,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.28541,-18.109654,targeted_intervention,0.187625,0.0,0.22
0.240545,104,0.781144,48.640915,44.027935,24.086536,-22.849294,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,42.790693,-18.109654,intensive_review,0.15876,4.73964,0.34
0.466307,105,0.714964,101.244871,0.0,79.690214,-79.690214,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-15.59878,monitor_only,0.466307,64.091434,0.0
0.466307,105,0.714964,73.842312,39.817566,71.721192,-44.318633,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.415007,-15.59878,light_touch_support,0.419676,28.719853,0.1
0.466307,105,0.714964,62.765074,61.536238,62.158367,-23.678569,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.056441,-15.59878,targeted_intervention,0.363719,8.079789,0.22
0.466307,105,0.714964,64.24811,76.015353,52.595541,-15.59878,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,39.018593,-15.59878,intensive_review,0.307763,0.0,0.34
0.246889,106,0.861966,40.608541,0.0,31.341503,-31.341503,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-24.020031,monitor_only,0.246889,7.321472,0.0
0.246889,106,0.861966,37.875115,14.918817,28.207353,-25.473927,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.185391,-24.020031,light_touch_support,0.2222,1.453896,0.1
0.246889,106,0.861966,40.182199,23.056353,24.446372,-24.020031,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.630012,-24.020031,targeted_intervention,0.192573,0.0,0.22
0.246889,106,0.861966,50.424107,28.481377,20.685392,-30.500958,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,38.296943,-24.020031,intensive_review,0.162947,6.480927,0.34
0.701413,107,0.806407,121.02387,0.0,96.940525,-96.940525,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-13.000932,monitor_only,0.701413,83.939593,0.0
0.701413,107,0.806407,82.227014,57.509407,87.246473,-48.449616,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,18.71255,-13.000932,light_touch_support,0.631272,35.448684,0.1
0.701413,107,0.806407,66.897575,88.878174,75.61361,-21.487314,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,34.751878,-13.000932,targeted_intervention,0.547102,8.486382,0.22
0.701413,107,0.806407,70.044056,109.790685,63.980747,-13.000932,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,58.810871,-13.000932,intensive_review,0.462933,0.0,0.34
0.397988,108,0.808031,70.610176,0.0,53.603997,-53.603997,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-8.124554,monitor_only,0.397988,45.479443,0.0
0.397988,108,0.808031,49.16732,32.532701,48.243597,-26.800741,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.089846,-8.124554,light_touch_support,0.358189,18.676187,0.1
0.397988,108,0.808031,40.927792,50.277811,41.811118,-12.128734,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,20.595427,-8.124554,targeted_intervention,0.310431,4.00418,0.22
0.397988,108,0.808031,43.356092,62.107884,35.378638,-8.124554,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,34.8538,-8.124554,intensive_review,0.262672,0.0,0.34
0.48893,109,0.799058,145.071581,0.0,120.895251,-120.895251,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-86.687765,monitor_only,0.48893,34.207486,0.0
0.48893,109,0.799058,135.902973,30.212508,108.805726,-99.637117,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.0439,-86.687765,light_touch_support,0.440037,12.949352,0.1
0.48893,109,0.799058,137.461051,46.692059,94.298296,-86.687765,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,39.081528,-86.687765,targeted_intervention,0.381365,0.0,0.22
0.48893,109,0.799058,153.531127,57.678425,79.790866,-88.250411,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,66.137971,-86.687765,intensive_review,0.322694,1.562646,0.34
0.240294,110,0.776681,67.381547,0.0,43.316323,-43.316323,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-25.693878,monitor_only,0.240294,17.622445,0.0
0.240294,110,0.776681,59.666561,20.003884,38.98469,-31.269705,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.288898,-25.693878,light_touch_support,0.216265,5.575827,0.1
0.240294,110,0.776681,59.288693,30.915094,33.786732,-25.693878,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.82224,-25.693878,targeted_intervention,0.187429,0.0,0.22
0.240294,110,0.776681,67.814566,38.189234,28.588773,-29.021791,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,38.622252,-25.693878,intensive_review,0.158594,3.327913,0.34
0.695326,111,0.720383,184.668505,0.0,155.568845,-155.568845,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-40.178298,monitor_only,0.695326,115.390547,0.0
0.695326,111,0.720383,140.661533,61.446396,140.01196,-96.004988,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.439423,-40.178298,light_touch_support,0.625793,55.82669,0.1
0.695326,111,0.720383,122.093394,94.962612,121.343699,-58.768587,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.387501,-40.178298,targeted_intervention,0.542354,18.590289,0.22
0.695326,111,0.720383,122.171366,117.306756,102.675437,-40.178298,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,54.809616,-40.178298,intensive_review,0.458915,0.0,0.34
0.419763,112,0.700186,97.196844,0.0,77.950419,-77.950419,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-48.276603,monitor_only,0.419763,29.673816,0.0
0.419763,112,0.700186,85.98351,26.629296,70.155377,-58.942042,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.415961,-48.276603,light_touch_support,0.377787,10.665439,0.1
0.419763,112,0.700186,84.67212,41.154367,60.801327,-48.276603,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,28.629643,-48.276603,targeted_intervention,0.327415,0.0,0.22
0.419763,112,0.700186,94.809262,50.837747,51.447276,-49.059694,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,48.450164,-48.276603,intensive_review,0.277044,0.783091,0.34
0.511351,113,0.701208,96.879731,0.0,81.856895,-81.856895,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-27.942921,monitor_only,0.511351,53.913974,0.0
0.511351,113,0.701208,70.546488,45.939814,73.671206,-47.337963,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.606571,-27.942921,light_touch_support,0.460216,19.395042,0.1
0.511351,113,0.701208,62.29404,70.997894,63.848378,-29.262687,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,36.412202,-27.942921,targeted_intervention,0.398854,1.319766,0.22
0.511351,113,0.701208,70.797101,87.703281,54.025551,-27.942921,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,61.62065,-27.942921,intensive_review,0.337492,0.0,0.34
0.170201,114,0.615171,39.935936,0.0,26.822789,-26.822789,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-26.822789,monitor_only,0.170201,0.0,0.0
0.170201,114,0.615171,44.449086,5.817809,24.140511,-28.653661,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.330959,-26.822789,light_touch_support,0.153181,1.830872,0.1
0.170201,114,0.615171,50.130844,8.991159,20.921776,-31.116683,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.186066,-26.822789,targeted_intervention,0.132757,4.293894,0.22
0.170201,114,0.615171,61.297938,11.106726,17.703041,-39.065043,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.468727,-26.822789,intensive_review,0.112333,12.242254,0.34
0.057717,115,0.737455,11.329773,0.0,5.296661,-5.296661,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-5.296661,monitor_only,0.057717,0.0,0.0
0.057717,115,0.737455,20.778584,2.350991,4.766995,-14.215806,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.799802,-5.296661,light_touch_support,0.051945,8.919145,0.1
0.057717,115,0.737455,29.610342,3.63335,4.131396,-22.411965,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.913919,-5.296661,targeted_intervention,0.045019,17.115304,0.22
0.057717,115,0.737455,43.92661,4.488256,3.495797,-36.092634,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,37.085093,-5.296661,intensive_review,0.038093,30.795973,0.34
0.221492,116,0.779897,63.112926,0.0,48.323118,-48.323118,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-41.201961,monitor_only,0.221492,7.121157,0.0
0.221492,116,0.779897,63.652191,8.047902,43.490806,-44.030071,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,8.587167,-41.201961,light_touch_support,0.199343,2.82811,0.1
0.221492,116,0.779897,66.622855,12.437667,37.692032,-41.201961,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.947597,-41.201961,targeted_intervention,0.172764,0.0,0.22
0.221492,116,0.779897,74.736989,15.364177,31.893258,-43.517321,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.98824,-41.201961,intensive_review,0.146185,2.31536,0.34
0.419125,117,0.658793,116.258053,0.0,83.689991,-83.689991,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-36.935731,monitor_only,0.419125,46.75426,0.0
0.419125,117,0.658793,99.614799,27.56414,75.320992,-58.677739,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.920886,-36.935731,light_touch_support,0.377213,21.742008,0.1
