absolute_error,batch,decision,estimate,experiment_name,interpretation,interval_lower,interval_upper,sample_size,seed,standard_error,threshold,true_probability
0.01,183,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.443193,0.716807,50,52209,0.0698,0.6,0.57
0.13,184,0,0.44,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.302409,0.577591,50,52210,0.0702,0.6,0.57
0.03,185,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.464207,0.735793,50,52211,0.069282,0.6,0.57
0.05,186,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.381518,0.658482,50,52212,0.070654,0.6,0.57
0.03,187,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.464207,0.735793,50,52213,0.069282,0.6,0.57
0.07,188,0,0.5,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.361407,0.638593,50,52214,0.070711,0.6,0.57
0.01,189,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422409,0.697591,50,52215,0.0702,0.6,0.57
0.01,190,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.443193,0.716807,50,52216,0.0698,0.6,0.57
0.05,191,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.381518,0.658482,50,52217,0.070654,0.6,0.57
0.09,192,1,0.66,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.528695,0.791305,50,52218,0.066993,0.6,0.57
0.01,193,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422409,0.697591,50,52219,0.0702,0.6,0.57
0.09,194,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.341518,0.618482,50,52220,0.070654,0.6,0.57
0.07,195,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506951,0.773049,50,52221,0.067882,0.6,0.57
0.05,196,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.485458,0.754542,50,52222,0.068644,0.6,0.57
0.03,197,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.464207,0.735793,50,52223,0.069282,0.6,0.57
0.01,198,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422409,0.697591,50,52224,0.0702,0.6,0.57
0.03,199,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.401851,0.678149,50,52225,0.070484,0.6,0.57
0.01,200,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422409,0.697591,50,52226,0.0702,0.6,0.57
0.07,1,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54592,0.73408,100,102027,0.048,0.6,0.57
0.06,2,1,0.63,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.53537,0.72463,100,102028,0.04828,0.6,0.57
0.07,3,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54592,0.73408,100,102029,0.048,0.6,0.57
0.06,4,1,0.63,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.53537,0.72463,100,102030,0.04828,0.6,0.57
0.02,5,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102031,0.049183,0.6,0.57
0.05,6,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422078,0.617922,100,102032,0.04996,0.6,0.57
0.02,7,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102033,0.049183,0.6,0.57
0.06,8,1,0.63,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.53537,0.72463,100,102034,0.04828,0.6,0.57
0.02,9,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.452491,0.647509,100,102035,0.049749,0.6,0.57
0.01,10,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.462708,0.657292,100,102036,0.049639,0.6,0.57
0.0,11,0,0.57,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.472965,0.667035,100,102037,0.049508,0.6,0.57
0.02,12,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102038,0.049183,0.6,0.57
0.01,13,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.483263,0.676737,100,102039,0.049356,0.6,0.57
0.04,14,0,0.53,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.432177,0.627823,100,102040,0.04991,0.6,0.57
0.0,15,0,0.57,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.472965,0.667035,100,102041,0.049508,0.6,0.57
0.01,16,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.462708,0.657292,100,102042,0.049639,0.6,0.57
0.09,17,1,0.66,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.567153,0.752847,100,102043,0.047371,0.6,0.57
0.03,18,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.442314,0.637686,100,102044,0.04984,0.6,0.57
0.05,19,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422078,0.617922,100,102045,0.04996,0.6,0.57
0.08,20,1,0.65,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.556514,0.743486,100,102046,0.047697,0.6,0.57
0.06,21,0,0.51,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.41202,0.60798,100,102047,0.04999,0.6,0.57
0.05,22,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422078,0.617922,100,102048,0.04996,0.6,0.57
0.02,23,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.452491,0.647509,100,102049,0.049749,0.6,0.57
0.03,24,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.442314,0.637686,100,102050,0.04984,0.6,0.57
0.05,25,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.524864,0.715136,100,102051,0.048539,0.6,0.57
0.01,26,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.483263,0.676737,100,102052,0.049356,0.6,0.57
0.07,27,0,0.5,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.402,0.598,100,102053,0.05,0.6,0.57
0.02,28,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102054,0.049183,0.6,0.57
0.05,29,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422078,0.617922,100,102055,0.04996,0.6,0.57
0.09,30,0,0.48,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.382078,0.577922,100,102056,0.04996,0.6,0.57
0.05,31,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422078,0.617922,100,102057,0.04996,0.6,0.57
0.11,32,1,0.68,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.588571,0.771429,100,102058,0.046648,0.6,0.57
0.05,33,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.524864,0.715136,100,102059,0.048539,0.6,0.57
0.08,34,0,0.49,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.39202,0.58798,100,102060,0.04999,0.6,0.57
0.03,35,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.442314,0.637686,100,102061,0.04984,0.6,0.57
0.02,36,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102062,0.049183,0.6,0.57
0.05,37,0,0.52,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.422078,0.617922,100,102063,0.04996,0.6,0.57
0.03,38,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.50398,0.69602,100,102064,0.04899,0.6,0.57
0.05,39,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.524864,0.715136,100,102065,0.048539,0.6,0.57
0.04,40,1,0.61,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.514401,0.705599,100,102066,0.048775,0.6,0.57
0.08,41,1,0.65,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.556514,0.743486,100,102067,0.047697,0.6,0.57
0.06,42,1,0.63,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.53537,0.72463,100,102068,0.04828,0.6,0.57
0.01,43,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.483263,0.676737,100,102069,0.049356,0.6,0.57
0.03,44,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.442314,0.637686,100,102070,0.04984,0.6,0.57
0.02,45,0,0.59,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.493601,0.686399,100,102071,0.049183,0.6,0.57
0.03,46,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.442314,0.637686,100,102072,0.04984,0.6,0.57
0.03,47,0,0.54,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.442314,0.637686,100,102073,0.04984,0.6,0.57
0.07,48,1,0.64,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54592,0.73408,100,102074,0.048,0.6,0.57
0.03,49,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.50398,0.69602,100,102075,0.04899,0.6,0.57
0.03,50,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.50398,0.69602,100,102076,0.04899,0.6,0.57
0.05,51,1,0.62,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.524864,0.715136,100,102077,0.048539,0.6,0.57
