allowed_for_recourse,case_id,counterfactual_decision,counterfactual_feature,counterfactual_score,counterfactual_value,delta,feasibility_note,flipped_to_favorable,original_decision,original_score,original_value,recourse_cost,score_change
False,74,favorable,access_constraint,0.772973,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.802211,0.0,24.75,-0.029238
False,74,favorable,access_constraint,0.766772,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.802211,0.0,29.7,-0.035439
False,74,favorable,access_constraint,0.760454,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.802211,0.0,34.65,-0.041757
False,74,favorable,access_constraint,0.754021,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.802211,0.0,39.6,-0.04819
False,74,favorable,risk_adjustment,0.806538,0.902127,0.05,Internal model component is not directly actionable.,False,favorable,0.802211,0.852127,4.95,0.004327
False,74,favorable,risk_adjustment,0.810793,0.952127,0.1,Internal model component is not directly actionable.,False,favorable,0.802211,0.852127,9.9,0.008582
False,74,favorable,risk_adjustment,0.814799,1.0,0.147873,Internal model component is not directly actionable.,False,favorable,0.802211,0.852127,14.639427,0.012588
False,74,favorable,risk_adjustment,0.814799,1.0,0.147873,Internal model component is not directly actionable.,False,favorable,0.802211,0.852127,14.639427,0.012588
False,74,favorable,risk_adjustment,0.814799,1.0,0.147873,Internal model component is not directly actionable.,False,favorable,0.802211,0.852127,14.639427,0.012588
False,74,favorable,risk_adjustment,0.814799,1.0,0.147873,Internal model component is not directly actionable.,False,favorable,0.802211,0.852127,14.639427,0.012588
False,74,favorable,risk_adjustment,0.814799,1.0,0.147873,Internal model component is not directly actionable.,False,favorable,0.802211,0.852127,14.639427,0.012588
False,74,favorable,risk_adjustment,0.814799,1.0,0.147873,Internal model component is not directly actionable.,False,favorable,0.802211,0.852127,14.639427,0.012588
True,75,favorable,baseline_score,0.788244,0.537922,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.77589,0.487922,0.07,0.012354
True,75,favorable,baseline_score,0.800093,0.587922,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.77589,0.487922,0.14,0.024203
True,75,favorable,baseline_score,0.811437,0.637922,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.77589,0.487922,0.21,0.035547
True,75,favorable,baseline_score,0.82228,0.687922,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.77589,0.487922,0.28,0.04639
True,75,favorable,baseline_score,0.832629,0.737922,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.77589,0.487922,0.35,0.056739
True,75,favorable,baseline_score,0.84249,0.787922,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.77589,0.487922,0.42,0.0666
True,75,favorable,baseline_score,0.851874,0.837922,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.77589,0.487922,0.49,0.075984
True,75,favorable,baseline_score,0.860791,0.887922,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.77589,0.487922,0.56,0.084901
True,75,favorable,document_quality,0.78615,0.763015,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.77589,0.713015,0.0375,0.01026
True,75,favorable,document_quality,0.796064,0.813015,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.77589,0.713015,0.075,0.020174
True,75,favorable,document_quality,0.805632,0.863015,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.77589,0.713015,0.1125,0.029742
True,75,favorable,document_quality,0.814855,0.913015,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.77589,0.713015,0.15,0.038965
True,75,favorable,document_quality,0.823737,0.963015,0.25,Can often improve through corrected or complete documentation.,False,favorable,0.77589,0.713015,0.1875,0.047847
True,75,favorable,document_quality,0.830089,1.0,0.286985,Can often improve through corrected or complete documentation.,False,favorable,0.77589,0.713015,0.215239,0.054199
True,75,favorable,document_quality,0.830089,1.0,0.286985,Can often improve through corrected or complete documentation.,False,favorable,0.77589,0.713015,0.215239,0.054199
True,75,favorable,document_quality,0.830089,1.0,0.286985,Can often improve through corrected or complete documentation.,False,favorable,0.77589,0.713015,0.215239,0.054199
True,75,favorable,timeliness,0.782768,0.718925,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.77589,0.668925,0.055,0.006878
True,75,favorable,timeliness,0.789493,0.768925,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.77589,0.668925,0.11,0.013603
True,75,favorable,timeliness,0.796064,0.818925,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.77589,0.668925,0.165,0.020174
True,75,favorable,timeliness,0.802481,0.868925,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.77589,0.668925,0.22,0.026591
True,75,favorable,timeliness,0.808745,0.918925,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.77589,0.668925,0.275,0.032855
True,75,favorable,timeliness,0.814855,0.968925,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.77589,0.668925,0.33,0.038965
True,75,favorable,timeliness,0.818577,1.0,0.331075,Can improve in future cycles but may be constrained by access.,False,favorable,0.77589,0.668925,0.364183,0.042687
True,75,favorable,timeliness,0.818577,1.0,0.331075,Can improve in future cycles but may be constrained by access.,False,favorable,0.77589,0.668925,0.364183,0.042687
False,75,favorable,prior_flag,0.771072,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.77589,0.0,4.95,-0.004818
False,75,favorable,prior_flag,0.766181,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.77589,0.0,9.9,-0.009709
False,75,favorable,prior_flag,0.761219,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.77589,0.0,14.85,-0.014671
False,75,favorable,prior_flag,0.756184,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.77589,0.0,19.8,-0.019706
False,75,favorable,prior_flag,0.751079,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.77589,0.0,24.75,-0.024811
False,75,favorable,prior_flag,0.745902,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.77589,0.0,29.7,-0.029988
False,75,favorable,prior_flag,0.740654,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.77589,0.0,34.65,-0.035236
False,75,favorable,prior_flag,0.735337,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.77589,0.0,39.6,-0.040553
False,75,favorable,access_constraint,0.769745,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.77589,0.0,4.95,-0.006145
False,75,favorable,access_constraint,0.763483,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.77589,0.0,9.9,-0.012407
False,75,favorable,access_constraint,0.757105,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.77589,0.0,14.85,-0.018785
False,75,favorable,access_constraint,0.750611,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.77589,0.0,19.8,-0.025279
False,75,favorable,access_constraint,0.744002,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.77589,0.0,24.75,-0.031888
False,75,favorable,access_constraint,0.737279,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.77589,0.0,29.7,-0.038611
False,75,favorable,access_constraint,0.730443,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.77589,0.0,34.65,-0.045447
False,75,favorable,access_constraint,0.723497,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.77589,0.0,39.6,-0.052393
False,75,favorable,risk_adjustment,0.780635,0.49296,0.05,Internal model component is not directly actionable.,False,favorable,0.77589,0.44296,4.95,0.004745
False,75,favorable,risk_adjustment,0.785308,0.54296,0.1,Internal model component is not directly actionable.,False,favorable,0.77589,0.44296,9.9,0.009418
False,75,favorable,risk_adjustment,0.789908,0.59296,0.15,Internal model component is not directly actionable.,False,favorable,0.77589,0.44296,14.85,0.014018
False,75,favorable,risk_adjustment,0.794436,0.64296,0.2,Internal model component is not directly actionable.,False,favorable,0.77589,0.44296,19.8,0.018546
False,75,favorable,risk_adjustment,0.79889,0.69296,0.25,Internal model component is not directly actionable.,False,favorable,0.77589,0.44296,24.75,0.023
False,75,favorable,risk_adjustment,0.803272,0.74296,0.3,Internal model component is not directly actionable.,False,favorable,0.77589,0.44296,29.7,0.027382
False,75,favorable,risk_adjustment,0.807582,0.79296,0.35,Internal model component is not directly actionable.,False,favorable,0.77589,0.44296,34.65,0.031692
False,75,favorable,risk_adjustment,0.811819,0.84296,0.4,Internal model component is not directly actionable.,False,favorable,0.77589,0.44296,39.6,0.035929
True,76,favorable,baseline_score,0.77378,0.672788,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.760838,0.622788,0.07,0.012942
True,76,favorable,baseline_score,0.786218,0.722788,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.760838,0.622788,0.14,0.02538
True,76,favorable,baseline_score,0.798151,0.772788,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.760838,0.622788,0.21,0.037313
True,76,favorable,baseline_score,0.809579,0.822788,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.760838,0.622788,0.28,0.048741
True,76,favorable,baseline_score,0.820506,0.872788,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.760838,0.622788,0.35,0.059668
True,76,favorable,baseline_score,0.830937,0.922788,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.760838,0.622788,0.42,0.070099
True,76,favorable,baseline_score,0.840879,0.972788,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.760838,0.622788,0.49,0.080041
True,76,favorable,baseline_score,0.846087,1.0,0.377212,Can improve through documented qualifying activity but may take time.,False,favorable,0.760838,0.622788,0.528097,0.085249
True,76,favorable,document_quality,0.771584,0.532482,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.760838,0.482482,0.0375,0.010746
True,76,favorable,document_quality,0.781986,0.582482,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.760838,0.482482,0.075,0.021148
True,76,favorable,document_quality,0.792042,0.632482,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.760838,0.482482,0.1125,0.031204
True,76,favorable,document_quality,0.801752,0.682482,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.760838,0.482482,0.15,0.040914
True,76,favorable,document_quality,0.811116,0.732482,0.25,Can often improve through corrected or complete documentation.,False,favorable,0.760838,0.482482,0.1875,0.050278
True,76,favorable,document_quality,0.820138,0.782482,0.3,Can often improve through corrected or complete documentation.,False,favorable,0.760838,0.482482,0.225,0.0593
True,76,favorable,document_quality,0.828819,0.832482,0.35,Can often improve through corrected or complete documentation.,False,favorable,0.760838,0.482482,0.2625,0.067981
True,76,favorable,document_quality,0.837164,0.882482,0.4,Can often improve through corrected or complete documentation.,False,favorable,0.760838,0.482482,0.3,0.076326
