baseline_capacity,hidden_need_unobserved_in_real_study,individual_true_effect,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,unit_id
0.34989,0.470668,0.198865,0.787312,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.792594,0.593728,0.792594,0.790782,1,0.730331,439
0.546971,0.239638,0.197795,0.84474,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.670961,0.473166,0.670961,0.965342,1,0.758392,440
0.332258,0.743458,0.190324,0.874714,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.883188,0.692864,0.883188,0.991085,1,0.818507,441
0.803138,0.213594,0.225213,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.36564,0.36564,0.590853,0.472034,0,0.577346,442
0.48514,0.63739,0.203076,0.444114,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.479353,0.479353,0.68243,0.786949,0,0.664234,443
0.361289,0.517984,0.225974,0.364137,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.656023,0.43005,0.656023,0.121627,1,0.387647,444
0.760177,0.437888,0.23707,0.776308,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.39688,0.159809,0.39688,0.143375,1,0.421064,445
0.710626,0.504199,0.221865,0.824414,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.701015,0.47915,0.701015,0.486342,1,0.583909,446
0.852746,0.519365,0.229206,0.792854,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.349857,0.349857,0.579063,0.409411,0,0.528026,447
0.434068,0.85538,0.205894,0.984682,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.746156,0.540262,0.746156,0.678201,1,0.743961,448
0.706968,0.409098,0.229859,0.469194,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.490974,0.261115,0.490974,0.283746,1,0.418569,449
0.672107,0.462529,0.226949,0.919996,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.645809,0.41886,0.645809,0.330354,1,0.542226,450
0.149789,0.583253,0.194596,0.33275,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.922172,0.727576,0.922172,0.74743,1,0.665489,451
0.548557,0.675168,0.199058,0.999266,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.893799,0.694741,0.893799,0.934963,1,0.798455,452
0.433053,0.714729,0.200174,0.599633,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.72708,0.526906,0.72708,0.820428,1,0.716135,453
0.221224,0.629815,0.191926,0.927544,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.039534,0.847608,1.039534,0.867763,1,0.797216,454
0.750133,0.377273,0.221555,0.463004,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.719637,0.498082,0.719637,0.523728,1,0.506794,455
0.458342,0.455195,0.229592,0.420271,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.322686,0.322686,0.552278,0.103947,0,0.37425,456
0.525685,0.51914,0.219781,0.640138,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.672691,0.45291,0.672691,0.399739,1,0.5365,457
0.627955,0.286704,0.227407,0.516225,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.569357,0.341951,0.569357,0.285795,1,0.429308,458
0.621727,0.337709,0.22941,0.554728,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.441821,0.212411,0.441821,0.231056,1,0.420434,459
0.482265,0.639607,0.194676,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.968927,0.774251,0.968927,0.994808,1,0.817582,460
0.559513,0.464519,0.236308,0.542365,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.25769,0.25769,0.493998,0.011939,0,0.351047,461
0.270574,0.74168,0.208232,0.912242,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.594354,0.594354,0.802586,0.497124,0,0.680579,462
0.568204,0.390627,0.232092,0.484764,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.147662,0.147662,0.379753,0.123859,0,0.37534,463
0.501611,0.329018,0.22371,0.658048,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.672048,0.448338,0.672048,0.283452,1,0.479089,464
0.683078,0.410193,0.236969,0.614933,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.262892,0.262892,0.499861,0.088082,0,0.374234,465
0.690528,0.359753,0.234512,0.5698,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.250244,0.250244,0.484756,0.155089,0,0.38612,466
0.574264,0.363246,0.22403,0.639152,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.431712,0.431712,0.655743,0.329937,0,0.487244,467
0.364901,0.616451,0.222392,0.716588,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.617589,0.395197,0.617589,0.213867,1,0.50676,468
0.550355,0.381951,0.208664,0.477507,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.516021,0.516021,0.724684,0.696176,0,0.6072,469
0.640571,0.579445,0.220851,0.632502,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.638407,0.417555,0.638407,0.459144,1,0.548771,470
0.435461,0.790118,0.20034,0.830657,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.744738,0.544398,0.744738,0.818096,1,0.758222,471
0.29564,0.787942,0.214254,0.533707,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.730357,0.516103,0.730357,0.365378,1,0.554706,472
0.543102,0.682227,0.198995,0.729017,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.701784,0.701784,0.900779,0.932456,0,0.759198,473
0.652,0.140306,0.221671,0.537016,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.655124,0.433453,0.655124,0.447218,1,0.483726,474
0.536669,0.640937,0.204222,0.636766,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.832887,0.628666,0.832887,0.796952,1,0.697492,475
0.470686,0.523477,0.223245,0.590912,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.448957,0.448957,0.672202,0.271889,0,0.481317,476
0.57274,0.692369,0.218349,0.741998,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.624565,0.406215,0.624565,0.470818,1,0.595047,477
0.366909,0.467086,0.217402,0.789552,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.44416,0.44416,0.661562,0.34013,0,0.560702,478
0.581985,0.555737,0.203001,0.708168,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.829269,0.626269,0.829269,0.861469,1,0.720669,479
0.750502,0.628531,0.204321,0.527651,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.754885,0.550564,0.754885,0.954862,1,0.707078,480
0.625077,0.496803,0.223807,0.280897,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.502611,0.278804,0.502611,0.373623,1,0.434216,481
0.598432,0.44664,0.224386,0.575407,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.631753,0.407367,0.631753,0.339172,1,0.481487,482
0.384452,0.35029,0.222622,0.489543,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.49526,0.272638,0.49526,0.222787,1,0.436559,483
0.571949,0.370932,0.216412,0.632878,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.681767,0.465355,0.681767,0.518671,1,0.564392,484
0.405347,0.690201,0.21039,0.77854,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.617266,0.617266,0.827656,0.544269,0,0.652134,485
0.631369,0.500346,0.224425,0.898073,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.591826,0.367401,0.591826,0.362901,1,0.559718,486
0.560908,0.722371,0.202026,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.020207,0.818181,1.020207,0.870034,1,0.782431,487
0.598259,0.604553,0.209976,0.508328,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.819379,0.609403,0.819379,0.699292,1,0.626788,488
0.336279,0.665242,0.210653,0.961444,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.867684,0.657031,0.867684,0.485874,1,0.671902,489
0.485197,0.603172,0.223837,0.451069,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.492953,0.492953,0.71679,0.267984,0,0.45508,490
0.646143,0.767753,0.21241,0.849518,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.724755,0.512345,0.724755,0.674369,1,0.689575,491
0.185956,0.720929,0.205055,0.366212,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.685285,0.685285,0.89034,0.513099,0,0.588542,492
0.623749,0.348487,0.230127,0.754793,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.268176,0.268176,0.498303,0.214644,0,0.456273,493
0.757398,0.174709,0.242269,0.686153,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.566969,0.3247,0.566969,0.011323,1,0.331035,494
0.639257,0.483374,0.222728,0.720127,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.718381,0.495653,0.718381,0.41125,1,0.539483,495
0.746325,0.763371,0.209157,0.804663,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.681393,0.472236,0.681393,0.830809,1,0.723422,496
0.251997,0.551729,0.204321,0.568614,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.492838,0.492838,0.697159,0.580985,0,0.633312,497
0.57676,0.751172,0.206439,0.371085,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.774047,0.567607,0.774047,0.771588,1,0.642041,498
0.343402,0.576634,0.206661,0.817901,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.82623,0.61957,0.82623,0.591035,1,0.675545,499
0.544087,0.658966,0.206958,0.577126,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.70816,0.501202,0.70816,0.734116,1,0.664461,500
0.358209,0.568931,0.201767,0.968336,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.516887,0.516887,0.718654,0.724469,0,0.744706,501
0.308701,0.713233,0.192851,0.771662,Synthetic observational data with measured and hidden confounding for teaching causal review.,1.130582,0.937731,1.130582,0.910256,1,0.783754,502
0.385496,0.265122,0.221639,0.660585,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.459439,0.459439,0.681078,0.248152,0,0.475449,503
0.570746,0.632081,0.215359,0.855691,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.553118,0.553118,0.768477,0.544087,0,0.641619,504
